  0.163928E+00  0.000000E+00 -0.427394E+07  0.104727E+02  0.592526E+01  0.000000E+00 -0.675480E+07 -0.170890E+07 -0.724823E+07
  0.172731E+00  0.000000E+00 -0.458870E+07  0.967858E+01  0.500538E+01  0.000000E+00 -0.718443E+07 -0.181558E+07 -0.770071E+07
  0.181534E+00  0.000000E+00 -0.489052E+07  0.105022E+02  0.461402E+01  0.000000E+00 -0.759734E+07 -0.191814E+07 -0.813571E+07
  0.190337E+00  0.000000E+00 -0.512933E+07  0.956108E+01  0.474046E+01  0.000000E+00 -0.791489E+07 -0.199670E+07 -0.846892E+07
  0.199140E+00  0.000000E+00 -0.529462E+07  0.835496E+01  0.386591E+01  0.000000E+00 -0.812244E+07 -0.204762E+07 -0.868488E+07
  0.207942E+00  0.000000E+00 -0.542197E+07  0.841698E+01  0.437425E+01  0.000000E+00 -0.827632E+07 -0.208514E+07 -0.884403E+07
  0.223808E+00  0.000000E+00 -0.570251E+07  0.740183E+01  0.355857E+01  0.000000E+00 -0.864270E+07 -0.217555E+07 -0.922749E+07
  0.240885E+00  0.000000E+00 -0.608700E+07  0.657750E+01  0.376780E+01  0.000000E+00 -0.917213E+07 -0.230717E+07 -0.978575E+07
  0.259265E+00  0.000000E+00 -0.635756E+07  0.592680E+01  0.333173E+01  0.000000E+00 -0.953174E+07 -0.239613E+07 -0.101631E+08
  0.279047E+00  0.000000E+00 -0.654302E+07  0.513872E+01  0.271429E+01  0.000000E+00 -0.976791E+07 -0.245418E+07 -0.104093E+08
  0.300338E+00  0.000000E+00 -0.682268E+07  0.465241E+01  0.243079E+01  0.000000E+00 -0.101497E+08 -0.254900E+07 -0.108115E+08
  0.323254E+00  0.000000E+00 -0.702023E+07  0.397565E+01  0.214903E+01  0.000000E+00 -0.104120E+08 -0.261387E+07 -0.110866E+08
  0.347918E+00  0.000000E+00 -0.716072E+07  0.354306E+01  0.196730E+01  0.000000E+00 -0.105930E+08 -0.265844E+07 -0.112757E+08
  0.374464E+00  0.000000E+00 -0.731961E+07  0.307156E+01  0.157990E+01  0.000000E+00 -0.108046E+08 -0.271080E+07 -0.114977E+08
  0.403036E+00  0.000000E+00 -0.738457E+07  0.267195E+01  0.153653E+01  0.000000E+00 -0.108801E+08 -0.272909E+07 -0.115753E+08
  0.611364E+00  0.000000E+00 -0.677061E+07  0.104731E+01  0.594345E+00  0.000000E+00 -0.991234E+07 -0.248434E+07 -0.105372E+08
  0.927376E+00  0.000000E+00 -0.352957E+07  0.237105E+00  0.132056E+00  0.000000E+00 -0.515836E+07 -0.129255E+07 -0.548232E+07
  0.140673E+01  0.000000E+00  0.872027E+06 -0.241678E-01 -0.201704E-01  0.000000E+00  0.125910E+07  0.315008E+06  0.133609E+07
  0.213387E+01  0.000000E+00  0.224777E+06 -0.259630E-02 -0.291483E-02  0.000000E+00  0.317274E+06  0.791406E+05  0.335672E+06
