  -18.416627390210007        37474212280824648.     
  -18.412850395257131        37051989168198328.     
  -18.409073400304258        36634523256484320.     
  -18.405296405351386        36221760946151928.     
  -18.401519410398514        35813649241578436.     
  -18.397742415445638        35410135744244060.     
  -18.393965420492766        35011168646005908.     
  -18.390188425539893        34616696722443904.     
  -18.386411430587017        34226669326285120.     
  -18.382634435634145        33841036380902116.     
  -18.378857440681273        33459748373881272.     
  -18.375080445728400        33082756350667236.     
  -18.371303450775525        32710011908276800.     
  -18.367526455822652        32341467189085716.     
  -18.363749460869780        31977074874682024.     
  -18.359972465916908        31616788179792132.     
  -18.356195470964032        31260560846273248.     
  -18.352418476011159        30908347137175500.     
  -18.348641481058287        30560101830867660.     
  -18.344864486105415        30215780215232348.     
  -18.341087491152539        29875338081924688.     
  -18.337310496199667        29538731720697540.     
  -18.333533501246794        29205917913787532.     
  -18.329756506293919        28876853930367176.     
  -18.325979511341046        28551497521059472.     
  -18.322202516388174        28229806912511536.     
  -18.318425521435302        27911740802032452.     
  -18.314648526482426        27597258352289712.     
  -18.310871531529553        27286319186067188.     
  -18.307094536576681        26978883381079208.     
  -18.303317541623809        26674911464846032.     
  -18.299540546670933        26374364409625292.     
  -18.295763551718061        26077203627402244.     
  -18.291986556765188        25783390964933664.     
  -18.288209561812316        25492888698850384.     
  -18.284432566859440        25205659530813340.     
  -18.280655571906568        24921666582725812.     
  -18.276878576953695        24640873391996936.     
  -18.273101582000823        24363243906861264.     
  -18.269324587047947        24088742481749448.     
  -18.265547592095075        23817333872712644.     
  -18.261770597142203        23548983232895904.     
  -18.257993602189327        23283656108064888.     
  -18.254216607236454        23021318432182928.     
  -18.250439612283582        22761936523035700.     
  -18.246662617330710        22505477077907684.     
  -18.242885622377834        22251907169305848.     
  -18.239108627424962        22001194240732964.     
  -18.235331632472089        21753306102506156.     
  -18.231554637519217        21508210927624936.     
  -18.227777642566341        21265877247684396.     
  -18.224000647613469        21026273948835800.     
  -18.220223652660597        20789370267790436.     
  -18.216446657707724        20555135787870740.     
  -18.212669662754848        20323540435104584.     
  -18.208892667801976        20094554474364868.     
  -18.205115672849104        19868148505550444.     
  -18.201338677896228        19644293459812020.     
  -18.197561682943356        19422960595820560.     
  -18.193784687990483        19204121496075844.     
  -18.190007693037611        18987748063258724.     
  -18.186230698084735        18773812516623212.     
  -18.182453703131863        18562287388430452.     
  -18.178676708178990        18353145520420852.     
  -18.174899713226118        18146360060327972.     
  -18.171122718273242        17941904458430502.     
  -18.167345723320370        17739752464144240.     
  -18.163568728367498        17539878122650556.     
  -18.159791733414625        17342255771564758.     
  -18.156014738461749        17146860037640856.     
  -18.152237743508877        16953665833514560.     
  -18.148460748556005        16762648354481142.     
  -18.144683753603129        16573783075311258.     
  -18.140906758650257        16387045747102614.     
  -18.137129763697384        16202412394165520.     
  -18.133352768744512        16019859310945304.     
  -18.129575773791636        15839363058978346.     
  -18.125798778838764        15660900463883426.     
  -18.122021783885891        15484448612385292.     
  -18.118244788933019        15309984849373444.     
  -18.114467793980143        15137486774993054.     
  -18.110690799027271        14966932241769636.     
  -18.106913804074399        14798299351764504.     
  -18.103136809121526        14631566453763888.     
  -18.099359814168650        14466712140498760.     
  -18.095582819215778        14303715245896918.     
  -18.091805824262906        14142554842364492.     
  -18.088028829310030        13983210238099466.     
  -18.084251834357158        13825660974435448.     
  -18.080474839404285        13669886823214024.     
  -18.076697844451413        13515867784188222.     
  -18.072920849498537        13363584082454328.     
  -18.069143854545665        13213016165913510.     
  -18.065366859592793        13064144702760612.     
  -18.061589864639920        12916950579002672.     
  -18.057812869687044        12771414896004540.     
  -18.054035874734172        12627518968062984.     
  -18.050258879781300        12485244320006764.     
  -18.046481884828427        12344572684825100.     
  -18.042704889875552        12205486001322064.     
  -18.038927894922679        12067966411798168.     
  -18.035150899969807        11931996259756792.     
  -18.031373905016935        11797558087637740.     
  -18.027596910064059        11664634634575564.     
  -18.023819915111186        11533208834183896.     
  -18.020042920158314        11403263812363500.     
  -18.016265925205438        11274782885136142.     
  -18.012488930252566        11147749556502852.     
  -18.008711935299694        11022147516325230.     
  -18.004934940346821        10897960638231830.     
  -18.001157945393945        10775172977547422.     
  -17.997380950441073        10653768769246270.     
  -17.993603955488201        10533732425927328.     
  -17.989826960535328        10415048535813394.     
  -17.986049965582453        10297701860772130.     
  -17.982272970629580        10181677334360036.     
  -17.978495975676708        10066960059887370.     
  -17.974718980723836        9953535308505966.0     
  -17.970941985770960        9841388517317942.0     
  -17.967164990818087        9730505287506352.0     
  -17.963387995865215        9620871382485854.0     
  -17.959611000912339        9512472726075156.0     
  -17.955834005959467        9405295400690046.0     
  -17.952057011006595        9299325645555856.0     
  -17.948280016053722        9194549854941098.0     
  -17.944503021100846        9090954576410386.0     
  -17.940726026147974        8988526509097628.0     
  -17.936949031195102        8887252501997717.0     
  -17.933172036242230        8787119552278422.0     
  -17.929395041289354        8688114803610736.0     
  -17.925618046336481        8590225544518586.0     
  -17.921841051383609        8493439206746217.0     
  -17.918064056430737        8397743363644895.0     
  -17.914287061477861        8303125728577233.0     
  -17.910510066524989        8209574153340036.0     
  -17.906733071572116        8117076626604024.0     
  -17.902956076619240        8025621272371941.0     
  -17.899179081666368        7935196348454017.0     
  -17.895402086713496        7845790244959841.0     
  -17.891625091760623        7757391482808085.0     
  -17.887848096807748        7669988712252502.0     
  -17.884071101854875        7583570711425036.0     
  -17.880294106902003        7498126384894520.0     
  -17.876517111949131        7413644762242436.0     
  -17.872740116996255        7330114996654234.0     
  -17.868963122043382        7247526363526995.0     
  -17.865186127090510        7165868259091999.0     
  -17.861409132137638        7085130199053595.0     
  -17.857632137184762        7005301817242942.0     
  -17.853855142231890        6926372864287369.0     
  -17.850078147279017        6848333206293982.0     
  -17.846301152326145        6771172823548846.0     
  -17.842524157373269        6694881809230383.0     
  -17.838747162420397        6619450368137695.0     
  -17.834970167467525        6544868815432502.0     
  -17.831193172514649        6471127575395901.0     
  -17.827416177561776        6398217180199117.0     
  -17.823639182608904        6326128268687489.0     
  -17.819862187656032        6254851585178845.0     
  -17.816085192703156        6184377978275005.0     
  -17.812308197750284        6114698399687075.0     
  -17.808531202797411        6045803903073314.0     
  -17.804754207844539        5977685642890757.0     
  -17.800977212891663        5910334873259384.0     
  -17.797200217938791        5843742946839465.0     
  -17.793423222985918        5777901313720925.0     
  -17.789646228033046        5712801520325856.0     
  -17.785869233080170        5648435208323013.0     
  -17.782092238127298        5584794113554909.0     
  -17.778315243174426        5521870064976397.0     
  -17.774538248221550        5459654983605749.0     
  -17.770761253268677        5398140881487552.0     
  -17.766984258315805        5337319860666757.0     
  -17.763207263362933        5277184112174880.0     
  -17.759430268410057        5217725915027271.0     
  -17.755653273457185        5158937635232020.0     
  -17.751876278504312        5100811724809474.0     
  -17.748099283551440        5043340720823357.0     
  -17.744322288598564        4986517244422475.0     
  -17.740545293645692        4930333999893537.0     
  -17.736768298692819        4874783773724122.0     
  -17.732991303739947        4819859433676731.0     
  -17.729214308787071        4765553927872954.0     
  -17.725437313834199        4711860283888266.0     
  -17.721660318881327        4658771607856515.0     
  -17.717883323928451        4606281083584953.0     
  -17.714106328975578        4554381971679235.0     
  -17.710329334022706        4503067608677834.0     
  -17.706552339069834        4452331406196699.5     
  -17.702775344116958        4402166850083262.5     
  -17.698998349164086        4352567499580253.0     
  -17.695221354211213        4303526986498472.5     
  -17.691444359258341        4255039014399354.5     
  -17.687667364305465        4207097357786457.0     
  -17.683890369352593        4159695861306334.0     
  -17.680113374399721        4112828438957962.5     
  -17.676336379446848        4066489073311528.0     
  -17.672559384493972        4020671814735740.0     
  -17.668782389541100        3975370780634118.5     
  -17.665005394588228        3930580154689451.0     
  -17.661228399635352        3886294186117153.0     
  -17.657451404682480        3842507188927033.5     
  -17.653674409729607        3799213541193004.0     
  -17.649897414776735        3756407684331434.0     
  -17.646120419823859        3714084122387387.5     
  -17.642343424870987        3672237421329141.5     
  -17.638566429918114        3630862208350258.5     
  -17.634789434965242        3589953171179918.0     
  -17.631012440012366        3549505057400781.5     
  -17.627235445059494        3509512673774773.0     
  -17.623458450106622        3469970885576078.0     
  -17.619681455153749        3430874615932034.0     
  -17.615904460200873        3392218845171225.0     
  -17.612127465248001        3353998610179137.0     
  -17.608350470295129        3316209003760712.5     
  -17.604573475342256        3278845174010449.0     
  -17.600796480389381        3241902323689380.0     
  -17.597019485436508        3205375709609282.0     
  -17.593242490483636        3169260642023477.5     
  -17.589465495530760        3133552484024811.5     
  -17.585688500577888        3098246650950405.5     
  -17.581911505625015        3063338609792820.0     
  -17.578134510672143        3028823878618184.5     
  -17.574357515719267        2994698025990684.0     
  -17.570580520766395        2960956670403725.0     
  -17.566803525813523        2927595479717188.0     
  -17.563026530860650        2894610170601343.5     
  -17.559249535907774        2861996507986840.0     
  -17.555472540954902        2829750304521075.5     
  -17.551695546002030        2797867420030388.0     
  -17.547918551049158        2766343760988611.0     
  -17.544141556096282        2735175279991435.5     
  -17.540364561143409        2704357975236869.5     
  -17.536587566190537        2673887890011261.5     
  -17.532810571237661        2643761112181376.0     
  -17.529033576284789        2613973773692188.5     
  -17.525256581331917        2584522050070086.0     
