  146    0.42984E+04    0.10562E+01   -0.44965E+02    0.92987E+02    0.20403E+01    0.56637E+00
  147    0.43321E+04    0.10529E+01   -0.45074E+02    0.93208E+02    0.20177E+01    0.55762E+00
  148    0.43655E+04    0.10492E+01   -0.45159E+02    0.93426E+02    0.19954E+01    0.54904E+00
  149    0.43988E+04    0.10450E+01   -0.45220E+02    0.93642E+02    0.19735E+01    0.54063E+00
  150    0.44318E+04    0.10404E+01   -0.45257E+02    0.93856E+02    0.19519E+01    0.53238E+00
  151    0.44647E+04    0.10353E+01   -0.45269E+02    0.94069E+02    0.19306E+01    0.52429E+00
  152    0.44973E+04    0.10298E+01   -0.45257E+02    0.94279E+02    0.19097E+01    0.51635E+00
  153    0.45296E+04    0.10238E+01   -0.45220E+02    0.94487E+02    0.18890E+01    0.50855E+00
  154    0.45618E+04    0.10175E+01   -0.45157E+02    0.94693E+02    0.18687E+01    0.50091E+00
  155    0.45936E+04    0.10108E+01   -0.45070E+02    0.94897E+02    0.18487E+01    0.49341E+00
  156    0.46253E+04    0.10038E+01   -0.44957E+02    0.95098E+02    0.18290E+01    0.48605E+00
  157    0.46566E+04    0.99638E+00   -0.44819E+02    0.95297E+02    0.18096E+01    0.47883E+00
  158    0.46877E+04    0.98865E+00   -0.44655E+02    0.95493E+02    0.17905E+01    0.47175E+00
  159    0.47185E+04    0.98062E+00   -0.44466E+02    0.95687E+02    0.17717E+01    0.46481E+00
  160    0.47490E+04    0.97230E+00   -0.44251E+02    0.95877E+02    0.17532E+01    0.45801E+00
  161    0.47792E+04    0.96370E+00   -0.44010E+02    0.96065E+02    0.17350E+01    0.45134E+00
  162    0.48091E+04    0.95485E+00   -0.43743E+02    0.96251E+02    0.17170E+01    0.44480E+00
  163    0.48387E+04    0.94576E+00   -0.43451E+02    0.96433E+02    0.16993E+01    0.43839E+00
  164    0.48680E+04    0.93645E+00   -0.43132E+02    0.96612E+02    0.16818E+01    0.43211E+00
  165    0.48969E+04    0.92694E+00   -0.42786E+02    0.96788E+02    0.16646E+01    0.42595E+00
  166    0.49256E+04    0.91724E+00   -0.42414E+02    0.96960E+02    0.16477E+01    0.41991E+00
  167    0.49538E+04    0.90738E+00   -0.42016E+02    0.97130E+02    0.16310E+01    0.41400E+00
  168    0.49818E+04    0.89736E+00   -0.41591E+02    0.97296E+02    0.16146E+01    0.40820E+00
  169    0.50093E+04    0.88721E+00   -0.41139E+02    0.97458E+02    0.15983E+01    0.40253E+00
  170    0.50365E+04    0.87695E+00   -0.40660E+02    0.97617E+02    0.15824E+01    0.39697E+00
  171    0.50634E+04    0.86658E+00   -0.40154E+02    0.97772E+02    0.15666E+01    0.39152E+00
  172    0.50898E+04    0.85614E+00   -0.39621E+02    0.97924E+02    0.15511E+01    0.38618E+00
