  0.704225E-04  0.203587E+08  0.203587E+08  0.263972E+08  0.263961E+08  0.000000E+00  0.203587E+08  0.140130E-44  0.000000E+00
  0.982826E-04  0.203572E+08  0.203572E+08  0.257040E+08  0.257020E+08  0.000000E+00  0.203572E+08  0.000000E+00  0.000000E+00
  0.137164E-03  0.203544E+08  0.203544E+08  0.244011E+08  0.243975E+08  0.000000E+00  0.203544E+08  0.140130E-44  0.000000E+00
  0.191428E-03  0.203489E+08  0.203489E+08  0.220341E+08  0.220283E+08  0.000000E+00  0.203489E+08  0.117918E-37  0.140130E-44
  0.267160E-03  0.203384E+08  0.203384E+08  0.180146E+08  0.180074E+08  0.000000E+00  0.203384E+08  0.000000E+00  0.000000E+00
  0.372851E-03  0.203187E+08  0.203187E+08  0.120555E+08  0.120532E+08  0.000000E+00  0.203187E+08  0.980909E-44  0.280260E-44
  0.520356E-03  0.202824E+08  0.202824E+08  0.539464E+07  0.541452E+07  0.000000E+00  0.202824E+08  0.140130E-44  0.117919E-37
  0.726215E-03  0.202183E+08  0.202183E+08  0.143386E+07  0.148948E+07  0.000000E+00  0.202183E+08  0.000000E+00  0.000000E+00
  0.101352E-02  0.201105E+08  0.201103E+08  0.763962E+06  0.819398E+06  0.000000E+00  0.201105E+08  0.140130E-44  0.112104E-43
  0.141447E-02  0.199363E+08  0.199360E+08  0.107650E+06  0.144339E+06  0.000000E+00  0.199362E+08 -0.122112E+06  0.111641E+01
  0.197406E-02  0.196643E+08  0.196638E+08 -0.391700E+05  0.102451E+05  0.000000E+00  0.196642E+08  0.130040E+01  0.123267E-08
  0.275502E-02  0.192537E+08  0.192527E+08 -0.430177E+05 -0.924247E+04  0.000000E+00  0.192535E+08  0.584688E+13  0.149294E+01
  0.384494E-02  0.186556E+08  0.186537E+08 -0.402031E+05 -0.190835E+05  0.000000E+00  0.186553E+08  0.152523E+01  0.629624E-36
  0.417908E-02  0.184705E+08  0.184683E+08 -0.260225E+05 -0.126654E+05  0.000000E+00  0.184702E+08  0.141421E+08  0.136972E+01
  0.454226E-02  0.182695E+08  0.182668E+08 -0.243770E+05 -0.149686E+05  0.000000E+00  0.182691E+08  0.142988E+01  0.335470E+00
  0.493700E-02  0.180517E+08  0.180485E+08 -0.242689E+05 -0.140261E+05  0.000000E+00  0.180511E+08  0.112883E+15  0.801895E+00
  0.536605E-02  0.178162E+08  0.178125E+08 -0.188034E+05 -0.112084E+05  0.000000E+00  0.178155E+08  0.137463E+01 -0.487741E+28
  0.583238E-02  0.175621E+08  0.175578E+08 -0.144821E+05 -0.108717E+05  0.000000E+00  0.175614E+08  0.224459E+35  0.134887E+01
  0.633923E-02  0.172886E+08  0.172836E+08 -0.157034E+05 -0.960757E+04  0.000000E+00  0.172878E+08  0.148496E+01 -0.489514E+27
  0.689014E-02  0.169949E+08  0.169890E+08 -0.128009E+05 -0.895939E+04  0.000000E+00  0.169939E+08 -0.810907E-37  0.147208E+01
  0.748892E-02  0.166800E+08  0.166732E+08 -0.100257E+05 -0.754679E+04  0.000000E+00  0.166789E+08  0.969200E+00 -0.385761E-02
  0.813974E-02  0.163432E+08  0.163353E+08 -0.964514E+04 -0.643514E+04  0.000000E+00  0.163419E+08 -0.686795E+22  0.154111E+01
  0.884711E-02  0.159836E+08  0.159744E+08 -0.669735E+04 -0.531899E+04  0.000000E+00  0.159821E+08  0.136884E+01 -0.126905E-37
  0.961596E-02  0.156004E+08  0.155898E+08 -0.575327E+04 -0.414262E+04  0.000000E+00  0.155986E+08 -0.155533E+04  0.134308E+01
  0.104516E-01  0.151929E+08  0.151805E+08 -0.500086E+04 -0.359851E+04  0.000000E+00  0.151908E+08  0.148207E+01  0.311236E-04
  0.113599E-01  0.147602E+08  0.147459E+08 -0.345295E+04 -0.323710E+04  0.000000E+00  0.147577E+08 -0.690536E-14  0.146919E+01
  0.123471E-01  0.143017E+08  0.142853E+08 -0.362373E+04 -0.275561E+04  0.000000E+00  0.142989E+08  0.946048E+00 -0.352458E+21
  0.134202E-01  0.138169E+08  0.137982E+08 -0.296501E+04 -0.218410E+04  0.000000E+00  0.138138E+08  0.203014E+34  0.153967E+01
  0.145864E-01  0.133057E+08  0.132843E+08 -0.215367E+04 -0.185432E+04  0.000000E+00  0.133021E+08  0.136305E+01  0.384228E-26
  0.158540E-01  0.127680E+08  0.127438E+08 -0.153204E+04 -0.163504E+04  0.000000E+00  0.127639E+08  0.988213E-28  0.133729E+01
  0.172318E-01  0.122290E+08  0.122017E+08  0.343949E+03 -0.135526E+04  0.000000E+00  0.122244E+08  0.147917E+01 -0.219426E-35
  0.187293E-01  0.116451E+08  0.116145E+08 -0.104284E+03 -0.110462E+04  0.000000E+00  0.116399E+08 -0.624252E+09  0.146629E+01
  0.203570E-01  0.110386E+08  0.110046E+08  0.244024E+03 -0.854915E+03  0.000000E+00  0.110328E+08  0.908291E+00  0.272213E-33
  0.221261E-01  0.103943E+08  0.103570E+08 -0.498626E+03 -0.729546E+03  0.000000E+00  0.103880E+08  0.515663E-32  0.153822E+01
  0.240490E-01  0.975179E+07  0.971126E+07 -0.477152E+03 -0.578121E+03  0.000000E+00  0.974494E+07  0.135727E+01 -0.115352E-14
  0.261389E-01  0.911150E+07  0.906810E+07 -0.230886E+03 -0.481118E+03  0.000000E+00  0.910416E+07  0.787313E+26  0.129267E+01
  0.284105E-01  0.846144E+07  0.841576E+07 -0.773688E+02 -0.370385E+03  0.000000E+00  0.845372E+07  0.143745E+01  0.458617E+18
